,PropertyLocation,TotalValue,RecordingDate,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,townhouse,pool,condo,pud,owned
2129,901 CENTER ST  EL SEGUNDO CA  90245,$1020000.00,20160729,1112,1,3,2,1957,no,yes,no,no,no
2130,908 LOMITA ST  EL SEGUNDO CA  90245,$1290000.00,20160729,2088,1,4,3,1960,no,no,no,no,no
2131,"5600 KENSINGTON WAY, APT 0102  CULVER CITY CA  90230",$340592.00,20160728,1300,1,3,2,1969,no,no,yes,no,no
2132,"5651 SUMNER WAY, NO 210  CULVER CITY CA  90230",$159921.00,20160727,1099,1,2,2,1968,no,no,no,no,no
2133,"5625 WINDSOR WAY, NO 306  CULVER CITY CA  90230",$380000.00,20160729,750,1,1,1,1967,no,no,yes,no,no
2134,"6050 CANTERBURY DR, NO G-226  CULVER CITY CA  90230",$485200.00,20160726,1028,1,2,2,1971,no,no,no,no,no
2135,"6000 CANTERBURY DR, NO D101  CULVER CITY CA  90230",$361464.00,20160729,1029,1,2,2,1971,no,no,no,no,no
2136,"6525 GREEN VALLEY CIR, NO 318  CULVER CITY CA  90230",$514000.00,20160729,1347,1,2,2,1970,no,no,yes,no,no
2137,"6545 GREEN VALLEY CIR, NO 205  CULVER CITY CA  90230",$84861.00,20160725,1252,1,2,2,1970,no,no,yes,no,no
2138,5852 CANTERBURY DR  CULVER CITY CA  90230,$644000.00,20160725,1816,1,2,3,1981,no,no,yes,no,no
2139,115 38TH PL  MANHATTAN BEACH CA  90266,$348998.00,20160722,1040,2,0,2,1933,no,no,no,no,no
2140,8 MONTEREY CT  MANHATTAN BEACH CA  90266,$905413.00,20160728,1557,1,2,3,1987,no,no,no,yes,no
2141,"1373 E GRAND AVE, C  EL SEGUNDO CA  90245",$829800.00,20160729,1356,1,3,3,1989,no,no,yes,no,no
2142,526 KANSAS ST  EL SEGUNDO CA  90245,$1325000.00,20160722,1743,1,4,3,1955,no,yes,no,no,no
2143,5002 W 118TH ST  HAWTHORNE CA  90250,$473345.00,20160725,2274,1,4,3,1984,no,no,no,no,no
2144,11610 SUNDALE AVE  HAWTHORNE CA  90250,$381000.00,20160722,1614,1,4,3,1990,no,no,yes,no,no
2145,5027 W 123RD PL  HAWTHORNE CA  90250,$400000.00,20160721,996,1,3,1,1944,no,no,no,no,no
2146,5103 STACY ST  HAWTHORNE CA  90250,$635000.00,20160722,1232,1,3,1,1947,no,no,no,no,no
2147,5403 W 123RD ST  HAWTHORNE CA  90250,$765000.00,20160727,1336,1,3,1,1951,no,no,no,no,no
2148,5353 W 121ST ST  HAWTHORNE CA  90250,$649099.00,20160721,1696,1,3,2,1953,no,no,no,no,no
2149,5000 W EL SEGUNDO BLVD  HAWTHORNE CA  90250,$76428.00,20160726,2066,3,6,3,1955,no,no,no,no,no
2150,4908 W 133RD ST  HAWTHORNE CA  90250,$620000.00,20160728,1023,1,3,1,1946,no,no,no,no,no
2151,4812 W 134TH PL  HAWTHORNE CA  90250,$138523.00,20160728,1086,1,3,1,1948,no,no,no,no,no
2152,5325 W 134TH ST  HAWTHORNE CA  90250,$304872.00,20160728,1568,1,3,2,1959,no,no,no,no,no
2153,5434 W 134TH ST  HAWTHORNE CA  90250,$855000.00,20160729,1523,1,3,2,1956,no,no,no,no,no
2154,5248 W 142ND PL  HAWTHORNE CA  90250,$676227.00,20160726,1120,1,3,2,1955,no,no,no,no,no
2155,5432 W 140TH ST  HAWTHORNE CA  90250,$815000.00,20160722,1124,1,3,2,1954,no,no,no,no,no
2156,5507 W 141ST ST  HAWTHORNE CA  90250,$826000.00,20160728,1630,1,4,2,1958,no,no,no,no,no
2157,"13021 CENTRAL AVE, 302  HAWTHORNE CA  90250",$660000.00,20160725,1460,1,2,2,2012,no,no,yes,no,no
2158,5141 W 138TH ST  HAWTHORNE CA  90250,$187240.00,20160725,2002,1,3,2,1964,no,no,no,no,no
2159,4905 W 141ST ST  HAWTHORNE CA  90250,$535000.00,20160726,1050,1,3,1,1952,no,no,no,no,no
2160,4861 W 142ND ST  HAWTHORNE CA  90250,$240534.00,20160727,1414,2,2,2,1934,no,no,no,no,no
2161,5130 W 141ST ST  HAWTHORNE CA  90250,$445000.00,20160729,807,1,2,1,1951,no,no,no,no,no
2162,5022 W 142ND ST  HAWTHORNE CA  90250,$165033.00,20160728,1421,1,2,2,1952,no,no,no,no,no
2163,5443 MARINE AVE  HAWTHORNE CA  90260,$745000.00,20160727,2076,1,4,4,1994,no,no,yes,no,no
2164,5485 MARINE AVE  HAWTHORNE CA  90260,$697920.00,20160726,2076,1,4,4,1994,no,no,yes,no,no
2165,"5402 W 149TH PL, 17  HAWTHORNE CA  90250",$700000.00,20160729,1240,1,2,2,2007,no,no,yes,no,no
2166,"2021 PERRY AVE, B  REDONDO BCH, CA  90278",$1051411.00,20160728,2320,1,4,3,2007,no,no,yes,no,no
2167,3213 GIBSON PL  REDONDO BEACH CA  90278,$339205.00,20160726,2818,1,4,3,1992,no,no,no,no,no
2168,"2312 RUHLAND AVE, NO 1  REDONDO BEACH CA  90278",$637969.00,20160728,1557,1,3,2,1975,no,no,yes,no,no
2169,2220 ROBINSON ST  REDONDO BEACH CA  90278,$804000.00,20160722,1068,1,3,1,1952,no,no,no,no,no
2170,"2011 GATES AVE, B  REDONDO BEACH CA  90278",$923500.00,20160729,2052,1,4,3,1992,no,no,yes,no,no
2171,2505 VAIL AVE  REDONDO BEACH CA  90278,$1330000.00,20160722,2130,1,4,3,1999,no,no,no,no,no
2172,"1911 MATHEWS AVE, UNIT   6  REDONDO BEACH CA  90278",$599000.00,20160727,1386,1,2,2,1978,no,no,yes,no,no
2173,"2108 VANDERBILT LN, NO E  REDONDO BEACH CA  90278",$645000.00,20160728,1471,1,2,3,1984,no,no,yes,no,no
2174,2117 1/2 ROCKEFELLER LN  REDONDO BEACH CA  90278,$880000.00,20160728,2102,1,4,3,1985,no,no,yes,no,no
2175,"1915 GRANT AVE, B  REDONDO BEACH CA  90278",$712125.00,20160729,2000,1,3,3,2010,no,no,yes,no,no
2176,1811 HARRIMAN LN  REDONDO BEACH CA  90278,$78117.00,20160728,1580,1,3,2,1955,no,yes,no,no,no
2177,1305 RINDGE LN  REDONDO BEACH CA  90278,$1066920.00,20160722,2569,1,4,3,2003,no,no,yes,no,no
2178,"2409 CARNEGIE LN, B  REDONDO BEACH CA  90278",$637024.00,20160721,1606,1,3,3,1993,no,no,yes,no,no
2179,"2209 GRANT AVE, B  REDONDO BEACH CA  90278",$965000.00,20160722,1860,1,4,3,2016,yes,no,yes,no,no
2180,"2511 GRANT AVE, A  REDONDO BEACH CA  90278",$244167.00,20160725,1556,1,3,3,1988,no,no,yes,no,no
2181,2410 GRANT AVE  REDONDO BEACH CA  90278,$1130000.00,20160727,2160,2,5,3,1964,no,no,no,no,no
2182,"2411 HUNTINGTON LN, B  REDONDO BCH CA  90278",$1125000.00,20160725,2860,1,4,4,2005,no,no,yes,no,no
2183,"2211 HARRIMAN LN, UNIT B  REDONDO BEACH CA  90278",$455594.00,20160725,2092,1,3,3,1985,no,no,yes,no,no
2184,"2214 CLARK LN, A  REDONDO BEACH CA  90278",$1030000.00,20160729,2261,1,4,3,2004,no,no,yes,no,no
2185,2507 RIPLEY AVE  REDONDO BEACH CA  90278,$965000.00,20160721,2931,1,4,4,1991,no,no,yes,no,no
2186,2601 FISK LN  REDONDO BEACH CA  90278,$813305.00,20160726,1496,1,4,2,1963,no,yes,no,no,no
2187,2604 182ND ST  REDONDO BEACH CA  90278,$280648.00,20160725,1136,1,3,1,1961,no,no,no,no,no
2188,2105 RIPLEY AVE  REDONDO BEACH CA  90278,$80643.00,20160721,1298,1,4,2,1961,no,no,no,no,no
2189,"1809 ARMOUR LN, NO 1  REDONDO BEACH CA  90278",$645000.00,20160722,1409,1,2,2,1976,no,no,yes,no,no
2190,1716 VAN HORNE LN  REDONDO BEACH CA  90278,$868000.00,20160726,1406,1,3,2,1967,no,no,no,no,no
2191,1711 LOMAX LN  REDONDO BEACH CA  90278,$686625.00,20160729,1482,1,3,3,1971,no,no,no,no,no
2192,1736 CARLSON LN  REDONDO BEACH CA  90278,$1150000.00,20160726,912,1,3,1,1954,no,no,no,no,no
2193,1222 11TH ST  HERMOSA BEACH CA  90254,$1125000.00,20160728,1026,1,2,2,1959,no,yes,no,no,no
2194,1630 HERRIN ST  REDONDO BEACH CA  90278,$739618.00,20160725,1786,1,3,2,1975,no,no,no,no,no
2195,1610 CARVER ST  REDONDO BEACH CA  90278,$953000.00,20160726,1862,1,3,2,1976,no,no,no,no,no
2196,1752 DIXON ST  REDONDO BEACH CA  90278,$890000.00,20160721,1767,1,3,2,1975,no,no,no,no,no
2197,1706 NELSON AVE  MANHATTAN BEACH CA  90266,$1528000.00,20160726,988,1,3,1,1949,no,no,no,no,no
2198,1534 2ND ST  MANHATTAN BEACH CA  90266,$294523.00,20160722,1365,2,3,2,1951,no,no,no,no,no
2199,1700 6TH ST  MANHATTAN BEACH CA  90266,$1189427.00,20160722,1821,1,3,3,1971,no,no,no,no,no
2200,1611 23RD ST  MANHATTAN BEACH CA  90266,$210366.00,20160726,1440,1,3,2,1966,no,no,no,no,no
2201,1601 MAGNOLIA AVE  MANHATTAN BEACH CA  90266,$116607.00,20160726,1893,1,4,2,1956,no,no,no,no,no
2202,1416 11TH ST  MANHATTAN BEACH CA  90266,$2550000.00,20160727,2669,1,5,4,1997,no,yes,no,no,no
2203,1236 6TH ST  MANHATTAN BEACH CA  90266,$1959000.00,20160721,2277,1,3,3,1964,no,yes,no,no,no
2204,1230 SHELLEY ST  MANHATTAN BEACH CA  90266,$1805400.00,20160725,2160,1,3,2,1969,no,no,no,no,no
2205,1301 PINE AVE  MANHATTAN BEACH CA  90266,$2975000.00,20160721,3285,1,5,4,2002,no,no,no,no,no
2206,860 12TH CT  MANHATTAN BEACH CA  90266,$1575000.00,20160728,1211,1,3,1,1947,no,no,no,no,no
2207,1000 HIGHVIEW AVE  MANHATTAN BEACH CA  90266,$5750000.00,20160726,5541,1,5,6,2000,no,yes,no,no,no
2208,2301 LAUREL AVE  MANHATTAN BEACH CA  90266,$3495000.00,20160722,3387,1,5,5,2005,no,no,no,no,no
2209,2008 JOHN ST  MANHATTAN BEACH CA  90266,$3925000.00,20160727,0,0,0,0,0,no,no,no,no,no
2210,1805 AGNES RD  MANHATTAN BEACH CA  90266,$3025000.00,20160725,2844,1,4,4,1955,no,no,no,no,no
2211,1808 N ARDMORE AVE  MANHATTAN BEACH CA  90266,$1800000.00,20160727,1704,1,3,2,1957,no,no,no,no,no
2212,520 17TH ST  MANHATTAN BEACH CA  90266,$849684.00,20160725,1896,1,4,3,1955,no,no,no,no,no
2213,3400 N VALLEY DR  MANHATTAN BEACH CA  90266,$5156109.00,20160728,25904,48,48,48,1991,no,no,no,no,no
2214,2501 WALNUT AVE  MANHATTAN BEACH CA  90266,$1483784.00,20160728,3766,1,3,4,1991,no,no,no,no,no
2215,780 ROSECRANS AVE  MANHATTAN BEACH CA  90266,$214666.00,20160722,2172,1,3,2,1965,no,no,no,no,no
2216,756 36TH ST  MANHATTAN BEACH CA  90266,$2930000.00,20160726,3430,1,5,6,2015,no,no,no,no,no
2217,633 35TH ST  MANHATTAN BEACH CA  90266,$1143118.00,20160725,798,1,2,1,1948,no,no,no,no,no
2218,769 33RD ST  MANHATTAN BEACH CA  90266,$4168108.00,20160727,4886,1,6,5,2007,no,no,no,no,no
2219,3421 MANHATTAN AVE  MANHATTAN BEACH CA  90266,$4000000.00,20160722,3947,1,4,4,2002,no,yes,no,no,no
2220,410 31ST ST  MANHATTAN BEACH CA  90266,$1950000.00,20160721,1590,1,3,2,1984,no,no,no,no,no
2221,134 15TH PL  MANHATTAN BEACH CA  90266,$420541.00,20160725,1418,2,4,2,1943,no,no,no,no,no
2222,225 4TH ST  MANHATTAN BEACH CA  90266,$211207.00,20160725,1830,3,3,3,1932,no,no,no,no,no
2223,412 30TH ST  HERMOSA BEACH CA  90254,$2300000.00,20160728,2295,1,3,3,1987,no,no,no,no,no
2224,401 31ST ST  HERMOSA BEACH CA  90254,$3200000.00,20160721,633,1,1,1,1947,no,no,no,no,no
2225,2327 HERMOSA AVE  HERMOSA BEACH CA  90254,$1334655.00,20160722,1761,2,3,2,1931,no,no,no,no,no
2226,2317 MANHATTAN AVE  HERMOSA BEACH CA  90254,$259180.00,20160727,3256,1,3,4,1945,no,no,no,no,no
2227,1819 MONTEREY BLVD  HERMOSA BEACH CA  90254,$3289500.00,20160727,0,0,0,0,0,no,no,no,no,no
2228,"2411 PROSPECT AVE, APT 0101  HERMOSA BEACH CA  90254",$581000.00,20160721,1130,1,3,2,1973,no,no,yes,no,no
2229,1312 OWOSSO AVE  HERMOSA BEACH CA  90254,$2390000.00,20160727,3825,1,5,6,2016,no,no,no,no,no
2230,1264 OWOSSO AVE  HERMOSA BEACH CA  90254,$529248.00,20160728,1399,1,3,2,1943,no,no,no,no,no
2231,1240 15TH ST  HERMOSA BEACH CA  90254,$1300000.00,20160727,2244,1,6,3,1962,no,no,no,no,no
2232,1546 GOLDEN ST  HERMOSA BEACH CA  90254,$1035555.00,20160728,1040,1,3,1,1948,no,no,no,no,no
2233,1526 HARPER AVE  REDONDO BEACH CA  90278,$841500.00,20160722,1196,1,3,2,1957,no,no,no,no,no
2234,1142 1ST PL  HERMOSA BEACH CA  90254,$565470.00,20160729,1479,1,3,2,1962,no,no,no,no,no
2235,850 1ST ST  HERMOSA BEACH CA  90254,$750000.00,20160726,1328,1,3,2,1978,no,no,yes,no,no
2236,838 CYPRESS AVE  HERMOSA BEACH CA  90254,$3751000.00,20160725,4538,10,10,10,1971,no,no,no,no,no
2237,1217 CYPRESS AVE  HERMOSA BEACH CA  90254,$1103903.00,20160726,1950,1,3,3,2000,no,no,yes,no,no
2238,219 2ND ST  HERMOSA BEACH CA  90254,$737516.00,20160729,2943,1,4,4,1980,no,no,no,no,no
2239,123 BAYVIEW DR  HERMOSA BEACH CA  90254,$1830000.00,20160726,1810,1,3,4,2013,no,no,yes,no,no
2240,160 HILL ST  HERMOSA BEACH CA  90254,$1701000.00,20160727,2437,1,3,4,1976,no,no,yes,no,no
2241,719 1ST PL  HERMOSA BEACH CA  90254,$1479000.00,20160721,1668,2,4,2,1938,no,no,no,no,no
2242,598 1ST ST  HERMOSA BEACH CA  90254,$1410000.00,20160721,2030,1,3,4,2007,no,no,yes,no,no
2243,5505 S GARTH AVE  LOS ANGELES CA  90056,$1100000.00,20160729,2857,1,3,2,1963,no,no,no,no,no
2244,5304 SENFORD AVE  LOS ANGELES CA  90056,$422250.00,20160727,2318,1,3,2,1957,no,no,no,no,no
2245,10747 FLAXTON ST  CULVER CITY CA  90230,$496417.00,20160725,982,1,2,1,1948,no,no,no,no,no
2246,5324 KINSTON AVE  CULVER CITY CA  90230,$1093825.00,20160729,3160,4,8,4,0,no,no,no,no,no
2247,10768 WHITBURN ST  CULVER CITY CA  90230,$110640.00,20160729,982,1,2,1,1948,no,yes,no,no,no
2248,"11260 OVERLAND AVE, APT 22B  CULVER CITY CA  90230",$770000.00,20160728,1910,1,3,3,1973,no,no,yes,no,no
2249,10735 CRANKS RD  CULVER CITY CA  90230,$795548.00,20160725,2137,1,4,3,1955,no,no,no,no,no
2250,5707 EL RINCON WAY  CULVER CITY CA  90230,$1000000.00,20160725,2336,1,3,2,1958,no,no,no,no,no
2251,10688 CRANKS RD  CULVER CITY CA  90230,$1373115.00,20160725,2510,1,4,3,1963,no,yes,no,no,no
2252,3846 VER HALEN CT  CULVER CITY CA  90232,$347332.00,20160725,2602,1,4,3,1957,no,no,no,no,no
2253,"3615 KALSMAN DR, NO 3  LOS ANGELES CA  90016",$360000.00,20160721,906,1,2,2,1965,no,no,no,no,no
2254,3438 SHERBOURNE DR  CULVER CITY CA  90232,$1217000.00,20160729,1521,1,3,2,1949,no,no,no,no,no
2255,4051 LINCOLN AVE  CULVER CITY CA  90232,$1082000.00,20160721,1770,1,2,3,2005,no,no,yes,no,no
2256,4144 CHARLES AVE  CULVER CITY CA  90232,$1350400.00,20160725,1488,2,3,2,1952,no,no,no,no,no
2257,4301 JASMINE AVE  CULVER CITY CA  90232,$477325.00,20160728,1438,2,3,2,1940,no,no,no,no,no
2258,4229 JASMINE AVE  CULVER CITY CA  90232,$1307000.00,20160729,1331,1,3,1,1943,no,no,no,no,no
2259,4249 KEYSTONE AVE  CULVER CITY CA  90232,$1295000.00,20160729,1616,1,3,2,1964,no,no,no,no,no
2260,"4900 OVERLAND AVE, NO 133  CULVER CITY CA  90230",$466000.00,20160728,962,1,2,2,1975,no,no,no,no,no
2261,"4900 OVERLAND AVE, NO 308  CULVER CITY CA  90230",$380844.00,20160727,962,1,2,2,1975,no,no,no,no,no
2262,"4900 OVERLAND AVE, #312  CULVER CITY CA  90230",$500000.00,20160727,962,1,2,2,1975,no,no,no,no,no
2263,5127 PICKFORD WAY  CULVER CITY CA  90230,$468823.00,20160726,1273,1,2,2,1948,no,no,no,no,no
2264,10963 FAIRBANKS WAY  CULVER CITY CA  90230,$149556.00,20160729,1275,1,2,1,1955,no,no,no,no,no
2265,11074 WESTWOOD BLVD  CULVER CITY CA  90230,$960000.00,20160729,1703,1,4,1,1949,no,no,no,no,no
2266,"13020 PACIFIC PROMENADE, NO 102  PLAYA VISTA CA  90094",$805000.00,20160729,1300,1,2,2,2005,no,no,yes,no,no
2267,"12975 AGUSTIN PL, 122  PLAYA VISTA CA  90094",$624237.00,20160729,1270,1,2,2,2004,no,no,yes,no,no
2268,"12975 AGUSTIN PL, 129  PLAYA VISTA CA  90094",$810000.00,20160729,1090,1,2,2,2004,no,no,yes,no,no
2269,"12920 W RUNWAY RD, 240  PLAYA VISTA CA  90094",$605426.00,20160722,1140,1,2,2,2011,no,no,yes,no,no
2270,"5695 GOLDEN EYE COURT, 3  LOS ANGELES CA  90094",$2050100.00,20160727,0,0,0,0,0,no,no,yes,no,no
2271,4327 BEETHOVEN ST  LOS ANGELES CA  90066,$828443.00,20160725,930,1,2,1,1951,no,no,no,no,no
2272,"13016 MINDANAO WAY, NO 1  LOS ANGELES CA  90292",$757852.00,20160722,1729,1,3,3,1976,no,no,yes,no,no
2273,"13010 MINDANAO WAY, NO 5  LOS ANGELES CA  90292",$867000.00,20160726,1646,1,2,3,1976,no,no,yes,no,no
2274,"13082 MINDANAO WAY, 48  LOS ANGELES CA  90292",$1122000.00,20160726,2199,1,2,3,1980,no,no,yes,no,no
2275,"13082 MINDANAO WAY, 58  LOS ANGELES CA  90292",$1360000.00,20160728,2217,1,3,3,1990,no,no,yes,no,no
2276,11402 MATTESON AVE  LOS ANGELES CA  90066,$990000.00,20160722,1188,1,3,1,1952,no,no,no,no,no
2277,3822 MCLAUGHLIN AVE  LOS ANGELES CA  90066,$995000.00,20160726,1951,1,5,2,1964,no,no,no,no,no
2278,11172 LUCERNE AVE  LOS ANGELES CA  90230,$675000.00,20160728,1502,1,5,3,1958,no,yes,no,no,no
2279,11111 FRANKLIN AVE  CULVER CITY CA  90230,$1195000.00,20160728,1831,1,3,2,1957,no,yes,no,no,no
2280,4900 BELOIT AVE  LOS ANGELES CA  90230,$1332000.00,20160726,2199,1,4,3,2001,no,no,no,no,no
2281,11477 CULVER PARK DR  CULVER CITY CA  90230,$867462.00,20160721,2160,1,4,3,1983,no,no,no,no,no
2282,11459 CULVER PARK DR  CULVER CITY CA  90230,$773300.00,20160722,1520,1,3,2,1953,no,no,no,no,no
2283,11277 SEGRELL WAY  CULVER CITY CA  90230,$126372.00,20160726,1795,1,5,2,1960,no,no,no,no,no
2284,11253 SEGRELL WAY  CULVER CITY CA  90230,$407115.00,20160726,1340,1,3,2,1954,no,no,no,no,no
2285,11558 CULVER PARK DR  CULVER CITY CA  90230,$452499.00,20160728,1688,1,3,2,1961,no,no,no,no,no
2286,"5215 SEPULVEDA BLVD, NO 22A  CULVER CITY CA  90230",$417467.00,20160728,1435,1,3,3,1964,no,no,yes,no,no
2287,"5215 SEPULVEDA BLVD, APT   7D  CULVER CITY CA  90230",$659391.00,20160721,1435,1,3,3,1964,no,no,yes,no,no
2288,4340 CORINTH AVE  LOS ANGELES CA  90230,$730000.00,20160725,1188,1,3,1,1946,no,no,no,no,no
2289,4800 COOLIDGE AVE  LOS ANGELES CA  90230,$576974.00,20160725,1835,1,2,2,1950,no,yes,no,no,no
2290,5245 EMPORIA AVE  LOS ANGELES CA  90230,$327578.00,20160728,1480,1,3,2,1951,no,no,no,no,no
2291,11910 MCDONALD ST  LOS ANGELES CA  90230,$863000.00,20160724,815,1,2,1,1944,no,no,no,no,no
2292,11860 JUNIETTE ST  LOS ANGELES CA  90230,$72823.00,20160729,1008,1,3,1,1949,no,no,no,no,no
2293,12121 BEATRICE ST  LOS ANGELES CA  90230,$585403.00,20160727,2244,1,4,2,1975,no,no,no,no,no
2294,12424 MARSHALL ST  LOS ANGELES CA  90066,$689000.00,20160721,984,1,3,1,1935,no,no,no,no,no
2295,12717 SANFORD ST  LOS ANGELES CA  90066,$169718.00,20160727,1834,1,3,2,1971,no,no,no,no,no
2296,4904 1/2 MCCONNELL AVE  LOS ANGELES CA  90066,$304454.00,20160726,1608,1,3,3,1975,no,no,no,yes,no
2297,"13214 FIJI WAY, APT 000T  LOS ANGELES CA  90292",$859000.00,20160727,1582,1,2,2,1969,no,no,yes,no,no
2298,"4721 LA VILLA MARINA, APT 000A  LOS ANGELES CA  90292",$772639.00,20160728,1582,1,2,2,1966,no,no,yes,no,no
2299,"4721 LA VILLA MARINA, APT 000B  LOS ANGELES CA  90292",$291396.00,20160728,1582,1,2,2,1966,no,no,yes,no,no
2300,"4727 LA VILLA MARINA, UNIT A  LOS ANGELES CA  90292",$279246.00,20160728,1456,1,2,2,1966,no,no,yes,no,no
2301,119 1/2 EASTWIND ST  LOS ANGELES CA  90292,$1565000.00,20160729,1997,1,3,4,1999,no,no,yes,no,no
2302,17 GALLEON ST  LOS ANGELES CA  90292,$2997860.00,20160722,4218,1,3,4,2006,no,no,no,no,no
2303,2816 PACIFIC AVE  LOS ANGELES CA  90291,$308988.00,20160727,704,1,1,1,1924,no,no,no,no,no
2304,2340 BEACH AVE  LOS ANGELES CA  90291,$145273.00,20160722,852,1,2,1,1954,no,no,no,no,no
2305,670 OLIVE ST  LOS ANGELES CA  90291,$523545.00,20160729,936,1,2,1,1954,no,no,no,no,no
2306,823 HOWARD ST  LOS ANGELES CA  90292,$1150000.00,20160729,975,1,3,2,1975,no,no,no,no,no
2307,"13600 MARINA POINTE DR, 801  VENICE CA  90292",$1074927.00,20160727,1825,1,2,3,1999,no,no,yes,no,no
2308,"13600 MARINA POINTE DR, 1705  VENICE CA  90292",$1195000.00,20160722,1830,1,2,3,1999,no,no,yes,no,no
2309,"13600 MARINA POINTE DR, 1809  VENICE CA  90292",$1960000.00,20160727,1930,1,2,3,1999,no,no,yes,no,no
2310,"13700 MARINA POINTE DR, 623  MARINA DEL REY  90292",$950000.00,20160721,1620,1,2,2,2008,no,no,yes,no,no
2311,"13700 MARINA POINTE DR, 714  MARINA DEL REY  90292",$630000.00,20160729,870,1,1,1,2003,no,no,yes,no,no
2312,"13700 MARINA POINTE DR, 1902  VENICE CA  90292",$8000000.00,20160727,2972,1,3,4,2003,no,no,yes,no,no
2313,"4141 GLENCOE AVE, 506  LOS ANGELES CA  90292",$985000.00,20160729,1410,1,0,2,2008,no,no,yes,no,no
2314,"13337 BEACH AVE, 205  LOS ANGELES CA  90066",$759500.00,20160729,1095,1,2,2,2013,no,no,yes,no,no
2315,"4211 REDWOOD AVENUE, 310  LOS ANGELES CA  90066",$554919.00,20160728,1140,1,2,2,2010,no,no,yes,no,no
2316,4340 KENYON AVE  LOS ANGELES CA  90066,$2450000.00,20160725,2982,1,4,5,2015,no,yes,no,no,no
2317,4468 HARDING AVE  LOS ANGELES CA  90066,$684418.00,20160729,1068,1,2,1,1942,no,no,no,no,no
2318,4129 MCCONNELL BLVD  CULVER CITY CA  90066,$744007.00,20160726,941,1,2,1,1952,no,no,no,no,no
2319,12018 LAMANDA ST  LOS ANGELES CA  90066,$1075000.00,20160728,2938,3,7,3,1955,no,no,no,no,no
2320,11755 CULVER BLVD  LOS ANGELES CA  90066,$5024324.00,20160729,21885,20,29,32,2015,no,no,no,no,no
2321,11417 BIONA DR  LOS ANGELES CA  90066,$969000.00,20160722,1262,1,2,1,1943,no,no,no,no,no
2322,3631 BARRY AVE  LOS ANGELES CA  90066,$1179661.00,20160729,1553,1,3,2,1945,no,no,no,no,no
2323,"12515 PACIFIC AVE, UNIT 103  LOS ANGELES CA  90066",$680000.00,20160721,1393,1,2,2,1985,no,no,yes,no,no
2324,2415 GLYNDON AVE  LOS ANGELES CA  90291,$1100000.00,20160729,1268,2,3,2,1924,no,no,no,no,no
2325,"3910 MOORE ST, 202  LOS ANGELES CA  90066",$381858.00,20160729,1482,1,2,2,1988,no,no,yes,no,no
2326,800 BOCCACCIO AVE  LOS ANGELES CA  90291,$2100000.00,20160729,2018,1,3,2,1980,no,no,no,no,no
2327,"2600 ABBOT KINNEY BLVD, 2  LOS ANGELES CA  90291",$995000.00,20160729,1358,1,2,3,1980,no,no,no,no,no
2328,"2600 ABBOT KINNEY BLVD, 3  LOS ANGELES CA  90291",$623701.00,20160722,1232,1,2,3,1980,no,no,no,no,no
2329,1137 GRANT AVE  VENICE  90291,$1550000.00,20160722,1154,1,2,1,1946,no,no,no,no,no
2330,129 CLUBHOUSE AVE  LOS ANGELES CA  90291,$51486.00,20160726,1804,2,3,2,1915,no,no,no,no,no
2331,520 VERNON AVE  LOS ANGELES CA  90291,$199474.00,20160726,1588,2,4,2,1984,no,no,no,no,no
2332,836 BROOKS AVE  LOS ANGELES CA  90291,$779220.00,20160722,882,1,2,1,1956,no,no,no,no,no
2333,518 BROADWAY STREET  LOS ANGELES CA  90291,$2500000.00,20160727,3280,1,3,3,2015,no,no,yes,no,no
2334,520 BROADWAY STREET  LOS ANGELES CA  90291,$2750000.00,20160722,3150,1,4,4,2015,no,no,yes,no,no
2335,201 RENNIE AVE  LOS ANGELES CA  90291,$61212.00,20160728,1860,3,3,3,1956,no,no,no,no,no
2336,"601 VERNON AVE, 3  VENICE CA  90291",$1262210.00,20160728,1942,1,3,2,1997,no,no,no,no,no
2337,915 MILWOOD AVE  LOS ANGELES CA  90291,$466014.00,20160726,1379,1,4,2,1975,no,no,no,no,no
2338,819 PALMS BLVD  VENICE CA  90291,$1267095.00,20160721,1726,2,3,2,1962,no,no,no,no,no
2339,1046 AMOROSO PL  LOS ANGELES CA  90291,$1663000.00,20160729,1480,1,3,2,1953,no,no,no,no,no
2340,1121 VICTORIA AVE  LOS ANGELES CA  90291,$1760465.00,20160725,2064,1,3,2,1941,no,yes,no,no,no
2341,1117 NOWITA PL  LOS ANGELES CA  90291,$67127.00,20160721,1206,1,2,1,1936,no,no,no,no,no
2342,2045 LOUELLA AVE  LOS ANGELES CA  90291,$578218.00,20160727,2399,1,4,3,1971,no,no,no,no,no
2343,2328 GLENCOE AVE  LOS ANGELES CA  90291,$1422900.00,20160729,1840,1,3,1,1956,no,no,no,no,no
2344,1093 PALMS BLVD  LOS ANGELES CA  90291,$300297.00,20160727,1235,1,2,2,1940,no,no,no,no,no
2345,701 COURTLAND ST  LOS ANGELES CA  90291,$704402.00,20160725,1356,1,3,2,1954,no,no,no,no,no
2346,13207 ROSE AVE  LOS ANGELES CA  90066,$3195000.00,20160728,4220,1,4,6,2015,no,no,no,no,no
2347,13053 ROSE AVE  LOS ANGELES CA  90066,$2106300.00,20160726,2265,1,3,4,1975,no,no,no,no,no
