,ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,house_type,pool,coordinates
44002,91354,28243 RIVER TRAIL LN  SANTA CLARITA CA  91354,$345936.00,2287,2,3,2005,20172810099006,2016-06-17,pud,no,"(34.459575909999998, -118.55234882000001)"
44012,91354,23755 MAHOGANY CT  SANTA CLARITA CA  91354,$160339.00,1693,2,2,2005,20172810102012,2016-06-17,house,no,"(34.454558589999998, -118.55346276)"
44017,91354,23818 LAUREL OAK CT  SANTA CLARITA CA  91354,$596700.00,1693,2,2,2005,20172810102023,2016-06-21,house,no,"(34.455649020000003, -118.55356684)"
44024,91354,28399 ESPLANADA DR  SANTA CLARITA CA  91354,$561000.00,1993,4,3,2010,20172810103031,2016-06-24,house,no,"(34.454263220000001, -118.56479288)"
44032,91354,28541 VISTA DEL RIO DRIVE  VALENCIA CA  91354,$604758.00,2418,4,3,2015,20172810104011,2016-06-10,house,no,"(34.45626978, -118.56471317)"
44048,91354,28342 VISTA DEL RIO DR  VALENCIA CA  91354,$522839.00,2134,4,3,2014,20172810106016,2016-06-17,house,no,"(34.453112689999998, -118.56365919999999)"
44051,91354,28432 MARQUES  VALENCIA CA  91354,$685236.00,3107,4,3,2008,20172810106050,2016-06-24,house,no,"(34.454349989999997, -118.56309689)"
44056,91354,24310 EL CORAZON DR  VALENCIA CA  91354,$566592.00,2562,5,3,2013,20172810107035,2016-06-21,house,no,"(34.4561049, -118.56292818999999)"
44088,91354,24283 VERDUGO CIR  VALENCIA CA  91354,$564060.00,2364,3,3,2016,20172810109183,2016-06-30,pud,no,"(34.451864870000001, -118.56146403)"
44093,91354,24281 VERDUGO CIR  VALENCIA CA  91354,$561510.00,2364,4,3,2016,20172810109188,2016-06-30,pud,no,"(34.451864870000001, -118.56146403)"
44103,91354,24251 VERDUGO CIRCLE  VALENCIA CA  91354,$457980.00,1678,3,3,2015,20172810109199,2016-06-29,pud,no,"(34.451864870000001, -118.56146403)"
44107,91354,24266 VERDUGO CIRCLE  VALENCIA CA  91354,$464508.00,1678,3,3,2015,20172810109208,2016-06-24,pud,no,"(34.451864870000001, -118.56146403)"
44128,91354,28648 PIETRO DRIVE  SANTA CLARITA CA  91354,$370299.00,1730,3,3,2012,20172810110095,2016-06-20,condo,no,"(34.458919450000003, -118.55733716)"
44143,91354,28487 HERRERA ST  VALENCIA CA  91354,$364140.00,1440,2,2,2008,20172810110178,2016-06-20,condo,no,"(34.45612869, -118.56566632000001)"
44148,91354,28535 HERRERA ST  VALENCIA CA  91354,$409020.00,1630,3,3,2008,20172810110190,2016-06-01,condo,no,"(34.45612869, -118.56566632000001)"
44169,91354,23864 TOSCANA DR  VALENCIA CA  91354,$385560.00,1390,2,2,2007,20172810111040,2016-06-14,condo,no,"(34.461603199999999, -118.55657343)"
44171,91354,23856 TOSCANA DR  VALENCIA CA  91354,$387498.00,1390,2,2,2007,20172810111043,2016-06-01,condo,no,"(34.461603199999999, -118.55657343)"
44177,91354,29028 STERLING LN  VALENCIA CA  91354,$724200.00,3011,5,3,2014,20172810112022,2016-06-24,house,no,"(34.464371630000002, -118.57088279)"
44178,91354,23849 BRESCIA DR  SANTA CLARITA CA  91354,$479400.00,1940,4,3,2007,20172810111061,2016-06-16,condo,no,"(34.461603199999999, -118.55657343)"
44182,91354,23833 TOSCANA DR  SANTA CLARITA CA  91354,$385560.00,1390,2,2,2007,20172810111082,2016-06-03,condo,no,"(34.461603199999999, -118.55657343)"
44225,91354,28746 CALLE DE LA PAZ DRIVE  VALENCIA CA  91354,$399840.00,1264,2,3,2016,20172810111220,2016-06-08,condo,no,"(34.461603199999999, -118.55657343)"
44255,91354,23920 CALLE DEL SOL DRIVE  VALENCIA CA  91354,$399330.00,1350,3,3,2015,20172810111251,2016-06-07,condo,no,"(34.461603199999999, -118.55657343)"
44286,91354,29033 RIDGECREST CT  SANTA CLARITA CA  91354,$867000.00,3363,5,3,2013,20172810113059,2016-06-02,house,yes,"(34.464925340000001, -118.56743637)"
44294,91354,24503 ROSETTE LN  VALENCIA CA  91354,$729300.00,3159,4,4,2013,20172810114053,2016-06-16,house,no,"(34.463957020000002, -118.56624211)"
44312,91355,28848 N VIA BELTERRA  VALENCIA CA  91355,$644640.00,2141,4,3,2007,20172810117005,2016-06-28,pud,no,"(34.461396630000003, -118.56507573)"
44332,91354,24491 MARZAL ST  SANTA CLARITA CA  91354,$377400.00,1460,2,2,2012,20172810121027,2016-06-22,condo,no,"(34.45492161, -118.56545819)"
44335,91354,28424 HERRERA ST  VALENCIA CA  91354,$385560.00,1440,2,3,2011,20172810121067,2016-06-22,condo,no,"(34.45492161, -118.56545819)"
44349,91354,28147 ANVIL CT  SANTA CLARITA CA  91354,$833850.00,3762,5,5,2013,20172810125010,2016-06-13,house,no,"(34.450248260000002, -118.57006043)"
44357,91354,28421 FARRIER DR  SANTA CLARITA CA  91354,$943500.00,3595,6,6,2013,20172810126046,2016-06-30,house,no,"(34.453988889999998, -118.57025879)"
44377,91354,28709 IRON VILLAGE DR  VALENCIA CA  91354,$821100.00,2750,3,4,2015,20172810130008,2016-06-01,house,yes,"(34.458915769999997, -118.57343825)"
44420,91354,27023 VISTA ENCANTADA DR  SANTA CLARITA CA  91354,$445288.00,2162,5,3,1972,20172811012031,2016-06-28,house,no,"(34.435042269999997, -118.54184573000001)"
44422,91354,23065 CONDE DR  SANTA CLARITA CA  91354,$525300.00,2162,5,3,1971,20172811014010,2016-06-08,house,yes,"(34.433470059999998, -118.53883718)"
44458,91354,23938 BENNINGTON DR  SANTA CLARITA CA  91354,$557043.00,1799,3,4,1989,20172811030013,2016-06-23,house,no,"(34.432702759999998, -118.5552509)"
44462,91354,23836 BENNINGTON DR  SANTA CLARITA CA  91354,$378674.00,1488,3,3,1989,20172811031010,2016-06-01,house,no,"(34.431222589999997, -118.55249075)"
44481,91354,23518 MILLSTON CT  SANTA CLARITA CA  91354,$483669.00,2096,3,3,1989,20172811035001,2016-06-10,pud,no,"(34.431628060000001, -118.54749609)"
44485,91354,27031 BENTON CT  SANTA CLARITA CA  91354,$578340.00,1498,3,2,1993,20172811035032,2016-06-21,pud,no,"(34.431538940000003, -118.5451207)"
44487,91354,27038 RIVERSBRIDGE WAY  SANTA CLARITA CA  91354,$500492.00,1311,3,2,1991,20172811035049,2016-06-27,pud,no,"(34.43225692, -118.54493761000001)"
44489,91354,27004 RIVERSBRIDGE WAY  SANTA CLARITA CA  91354,$504900.00,982,2,2,1991,20172811035055,2016-06-01,pud,no,"(34.431346750000003, -118.54453768)"
44493,91354,23556 CHATFIELD WAY  SANTA CLARITA CA  91354,$466290.00,982,2,2,1990,20172811036047,2016-06-08,pud,no,"(34.437260160000001, -118.54723392)"
44495,91354,27274 BLAKELY PL  SANTA CLARITA CA  91354,$589000.00,1794,3,2,1993,20172811036065,2016-06-16,pud,no,"(34.437921320000001, -118.54824376000001)"
44503,91354,27113 SANFORD WAY  SANTA CLARITA CA  91354,$107687.00,1302,2,2,1989,20172811037049,2016-06-27,pud,no,"(34.434328440000002, -118.54871567000001)"
44512,91354,27142 COLEBROOK PL  SANTA CLARITA CA  91354,$663000.00,2603,4,3,1989,20172811040008,2016-06-01,pud,no,"(34.434627329999998, -118.54517129)"
44516,91354,23458 RIVERSBRIDGE WAY  SANTA CLARITA CA  91354,$510000.00,982,2,2,1991,20172811041015,2016-06-28,pud,no,"(34.430065579999997, -118.54672207)"
44517,91354,23463 RIVERSBRIDGE WAY  SANTA CLARITA CA  91354,$50223.00,982,2,2,1991,20172811041019,2016-06-15,pud,no,"(34.430471249999997, -118.54715109999999)"
44520,91354,23228 PELHAM PL  SANTA CLARITA CA  91354,$509048.00,2661,4,3,1993,20172811042036,2016-06-13,pud,no,"(34.431157450000001, -118.54216588)"
44522,91354,27011 ROSWELL CT  SANTA CLARITA CA  91354,$739500.00,2508,4,3,1993,20172811042049,2016-06-15,pud,no,"(34.431764659999999, -118.54287309999999)"
44525,91354,27543 BERKSHIRE HILLS PL  SANTA CLARITA CA  91354,$672000.00,2253,5,3,1993,20172811043003,2016-06-14,pud,no,"(34.440637559999999, -118.55413829)"
44532,91354,27519 BERKSHIRE HILLS PL  SANTA CLARITA CA  91354,$657900.00,2071,4,3,1994,20172811044070,2016-06-30,house,no,"(34.44005782, -118.55435825000001)"
44584,91354,27173 SADDLEPEAK TRL  SANTA CLARITA CA  91354,$499693.00,1324,3,3,1998,20172811054071,2016-06-28,pud,no,"(34.432101230000001, -118.55025297)"
44590,91354,"27037 BIG RAPIDS LOOP, 3  SANTA CLARITA CA  91354",$379950.00,1106,2,3,1995,20172811055009,2016-06-20,condo,no,"(34.429847039999999, -118.54979717000001)"
44595,91354,"23609 BIG HORN WALK, UNIT 59  SANTA CLARITA CA  91354",$346800.00,982,2,2,1995,20172811056024,2016-06-14,pud,no,"(34.428729820000001, -118.54869840000002)"
44601,91354,"26963 HILLSBOROUGH PKWY, 68  SANTA CLARITA CA  91354",$227832.00,863,2,2,1996,20172811057056,2016-06-28,condo,no,"(34.42989583, -118.54561164)"
44605,91354,"26975 HILLSBOROUGH PKWY, 88  SANTA CLARITA CA  91354",$331500.00,812,2,2,1996,20172811057076,2016-06-17,condo,no,"(34.42989583, -118.54561164)"
44640,91355,24147 TWIN TIDES DR  VALENCIA CA  91355,$517777.00,2069,3,3,2001,20172811063071,2016-06-20,pud,no,"(34.427871260000003, -118.56282489)"
44644,91355,"24136 VICTORIA LN, 24  SANTA CLARITA CA  91355",$438600.00,1556,3,3,2001,20172811070014,2016-06-28,condo,no,"(34.428688909999998, -118.56236911000001)"
44648,91355,"24128 VICTORIA LN, 44  SANTA CLARITA CA  91355",$331500.00,990,2,2,2001,20172811070034,2016-06-10,condo,no,"(34.428688909999998, -118.56236911000001)"
44650,91355,"24120 VICTORIA LN, 48  SANTA CLARITA CA  91355",$436560.00,1556,2,2,2001,20172811070047,2016-06-22,condo,no,"(34.428242609999998, -118.56156258999999)"
44653,91355,"24124 VICTORIA LN, 54  SANTA CLARITA CA  91355",$284580.00,990,2,2,2001,20172811070053,2016-06-20,condo,no,"(34.428242609999998, -118.56156258999999)"
44663,91355,"27021 CHANNEL LN, 15  SANTA CLARITA CA  91355",$270788.00,990,2,2,2002,20172811070137,2016-06-27,condo,no,"(34.42920728, -118.56304638)"
44667,91355,23915 LAKESIDE RD  VALENCIA CA  91355,$1218900.00,4092,4,5,2001,20172811072038,2016-06-10,house,no,"(34.427042669999999, -118.55624373000001)"
44672,91355,"24010 BRIDGEPORT LN, 47  SANTA CLARITA CA  91355",$431460.00,1499,3,3,2002,20172811073025,2016-06-29,condo,no,"(34.426648980000003, -118.55990031)"
44689,91355,27019 EDGEWATER LN  SANTA CLARITA CA  91355,$739370.00,2780,3,4,2000,20172811075006,2016-06-08,house,no,"(34.428720500000004, -118.55890247000001)"
44699,91355,"23423 WATERWAY LN, 18  SANTA CLARITA CA  91355",$477360.00,1844,3,3,2001,20172811078020,2016-06-02,condo,no,"(34.426836569999999, -118.54583909999998)"
44711,91355,27065 CLARENCE CT  SANTA CLARITA CA  91355,$678300.00,2415,4,3,2001,20172811079027,2016-06-17,house,no,"(34.430022309999998, -118.56103596)"
44735,91390,29341 LUZON DR  SAUGUS CA  91390,$168748.00,2034,3,2,1983,20172812003019,2016-06-01,house,no,"(34.46035097, -118.46260918)"
44739,91390,29022 BOUQUET CANYON RD  SAUGUS CA  91390,$372320.00,2761,3,3,1986,20172812005028,2016-06-30,house,no,"(34.463655250000002, -118.48002338000001)"
44773,91350,28318 MIST CT  SANTA CLARITA CA  91350,$612000.00,2322,4,3,1978,20172812019026,2016-06-15,house,yes,"(34.457499249999998, -118.50128748)"
44776,91350,28449 BRIAN CT  SANTA CLARITA CA  91350,$190360.00,1526,3,2,1979,20172812020006,2016-06-24,house,no,"(34.459278380000001, -118.49867254999999)"
44777,91350,20629 ALAMINOS DR  SANTA CLARITA CA  91350,$438340.00,1547,4,2,1979,20172812020014,2016-06-10,house,no,"(34.459403709999997, -118.49730966)"
44778,91350,28552 BUD CT  SANTA CLARITA CA  91350,$526088.00,2753,4,3,1980,20172812021013,2016-06-09,house,yes,"(34.46081701, -118.49535104)"
44788,91390,28741 PARK WOODLAND PL  SANTA CLARITA CA  91390,$612000.00,2553,5,3,1996,20172812023059,2016-06-21,house,no,"(34.462350620000002, -118.49164282)"
44791,91390,28609 KATHLEEN AVE  SANTA CLARITA CA  91390,$612000.00,2322,4,3,1979,20172812024035,2016-06-10,house,yes,"(34.462327700000003, -118.49499462)"
44828,91351,28215 STANLEY CT  SANTA CLARITA CA  91351,$259151.00,1665,3,3,1984,20172812035020,2016-06-07,house,no,"(34.440456920000003, -118.48458199)"
44844,91350,20450 MAROGE CIR  SANTA CLARITA CA  91350,$578221.00,2152,4,3,1987,20172812041013,2016-06-28,house,no,"(34.450660540000001, -118.49170451000001)"
44848,91350,28335 NICHOLAS CIR  SAUGUS CA  91350,$440799.00,2730,4,3,1993,20172812041046,2016-06-09,house,no,"(34.451456180000001, -118.49099821999999)"
44859,91390,28744 PARK WOODLAND PL  SAUGUS CA  91390,$308718.00,1924,3,3,1996,20172812044008,2016-06-13,house,no,"(34.462296070000001, -118.49106748)"
44873,91390,28800 SHADOW VALLEY LN  SAUGUS CA  91390,$335352.00,2403,4,3,1988,20172812047020,2016-06-08,house,no,"(34.462171640000001, -118.48724922)"
44890,91390,28921 WOODSIDE DR  SAUGUS CA  91390,$364697.00,2134,4,3,1990,20172812050010,2016-06-30,house,no,"(34.465560529999998, -118.4880564)"
44895,91390,28743 KATHLEEN AVE  SAUGUS CA  91390,$628320.00,2512,4,3,1989,20172812052017,2016-06-09,house,no,"(34.46547949, -118.49303608)"
44904,91350,28403 VIA JOYCE DR  SAUGUS CA  91350,$461549.00,2040,4,3,1998,20172812058009,2016-06-24,house,no,"(34.451010349999997, -118.48765359999999)"
44910,91350,28588 SANTA CATARINA RD  SANTA CLARITA CA  91350,$453523.00,2467,5,3,1999,20172812059035,2016-06-07,house,yes,"(34.454569620000001, -118.48331687)"
44918,91350,19982 VIA JOYCE DR  SANTA CLARITA CA  91350,$456788.00,2272,3,3,2001,20172812063040,2016-06-30,house,no,"(34.45109016, -118.48444991)"
44922,91350,28482 SANTA CATARINA RD  SANTA CLARITA CA  91350,$393090.00,1976,3,3,2002,20172812063061,2016-06-22,house,no,"(34.451155200000002, -118.48141275)"
44928,91350,19947 SASSOON PL  SANTA CLARITA CA  91350,$582420.00,1976,3,3,2002,20172812064015,2016-06-14,house,no,"(34.450455799999993, -118.48380159999998)"
44937,91350,19943 RHONA PL  SAUGUS CA  91350,$545700.00,1918,4,3,2000,20172812064059,2016-06-03,house,no,"(34.449700380000003, -118.48422237)"
44941,91350,20005 FRANKS WAY  SAUGUS CA  91350,$352155.00,1549,2,2,1999,20172812065013,2016-06-10,house,no,"(34.44907113, -118.48507355)"
44946,91351,28329 FALCON CREST DR  CANYON COUNTRY CA  91351,$701760.00,4026,6,4,2003,20172812069008,2016-06-03,house,no,"(34.43709922, -118.46465669)"
44949,91351,18806 THORN CREST CT  CANYON COUNTRY CA  91351,$724200.00,3400,5,3,2003,20172812069026,2016-06-14,house,yes,"(34.437142280000003, -118.46502612)"
44995,91350,28356 MAITLAND LN  SAUGUS CA  91350,$503631.00,1658,3,2,2004,20172812076007,2016-06-08,house,no,"(34.443144029999999, -118.47316730999999)"
45006,91350,28308 MAITLAND LN  SAUGUS CA  91350,$524000.00,2046,4,3,2004,20172812077013,2016-06-23,house,no,"(34.441742009999999, -118.47383524)"
45010,91350,19746 PAIGE PL  SAUGUS CA  91350,$299125.00,2103,3,3,2006,20172812078008,2016-06-03,house,no,"(34.446788169999998, -118.48218555)"
45020,91350,19705 CASTILLE LN  SAUGUS CA  91350,$714000.00,3058,4,4,2006,20172812079019,2016-06-03,house,yes,"(34.449268400000001, -118.48041408)"
45023,91350,19730 MATHILDE LN  SAUGUS CA  91350,$632400.00,2750,4,3,2006,20172812079038,2016-06-03,house,yes,"(34.450153909999997, -118.48093857000001)"
45034,91350,"20000 PLUM CANYON RD, 726  SANTA CLARITA CA  91350",$296820.00,1001,2,2,2001,20172812081035,2016-06-21,house,no,"(34.445521370000002, -118.48743077)"
45038,91350,"20000 PLUM CANYON RD, 1522  SANTA CLARITA CA  91350",$290700.00,1001,2,2,2001,20172812081051,2016-06-09,house,no,"(34.445592089999998, -118.48422348)"
45047,91350,"20000 PLUM CANYON RD, 1321  SANTA CLARITA CA  91350",$247860.00,755,1,1,2001,20172812081116,2016-06-30,house,no,"(34.445602399999999, -118.48504044000001)"
45048,91350,"20000 PLUM CANYON RD, 1328  SANTA CLARITA CA  91350",$244800.00,755,1,1,2001,20172812081123,2016-06-22,house,no,"(34.445602399999999, -118.48504044000001)"
45054,91350,19433 OPAL LANE  SANTA CLARITA CA  91350,$369750.00,1440,2,3,2005,20172812082037,2016-06-17,condo,no,"(34.445922430000003, -118.475917)"
45057,91350,19341 OPAL LANE  SANTA CLARITA CA  91350,$423300.00,1850,3,3,2005,20172812082054,2016-06-16,condo,no,"(34.444960440000003, -118.47395194000001)"
45061,91350,19344 OPAL LN  SANTA CLARITA CA  91350,$357000.00,1404,2,2,2005,20172812082073,2016-06-01,condo,no,"(34.444960440000003, -118.47395194000001)"
45064,91350,19332 OPAL LANE  SANTA CLARITA CA  91350,$345000.00,1404,2,2,2005,20172812082079,2016-06-01,condo,no,"(34.444960440000003, -118.47395194000001)"
45071,91350,28449 CASSELMAN LN  SANTA CLARITA CA  91350,$314160.00,1121,2,2,2005,20172812082118,2016-06-08,condo,no,"(34.445665290000001, -118.47640604999999)"
45074,91350,28451 CASSELMAN LN  SANTA CLARITA CA  91350,$402900.00,1520,3,3,2005,20172812082132,2016-06-10,condo,no,"(34.445665290000001, -118.47640604999999)"
45081,91350,28443 MIRABELLE LN  SANTA CLARITA CA  91350,$325380.00,1121,2,2,2005,20172812082217,2016-06-01,condo,no,"(34.445647899999997, -118.47707176999999)"
45088,91350,28411 CASSELMAN LN  SANTA CLARITA CA  91350,$367200.00,1404,2,2,2005,20172812082257,2016-06-28,condo,no,"(34.445011360000002, -118.47573549000001)"
45138,91350,19743 LANFRANCA DR  SANTA CLARITA CA  91350,$717570.00,2978,4,3,2015,20172812085023,2016-06-06,house,no,"(34.451428419999999, -118.47998085)"
45150,91350,28735 HAMMONS CT  SANTA CLARITA CA  91350,$748680.00,2978,4,4,2016,20172812085066,2016-06-30,house,no,"(34.452420500000002, -118.47988771)"
45157,91350,19226 GRAHAM LN  SAUGUS CA  91350,$623220.00,3072,5,4,2011,20172812089015,2016-06-06,house,no,"(34.449131680000001, -118.47150182)"
45163,91350,19374 MORIAH LN  SANTA CLARITA CA  91350,$784380.00,3034,5,4,2013,20172812089037,2016-06-23,house,yes,"(34.450977440000003, -118.47434155000001)"
45185,91350,19347 LARODA LN  SANTA CLARITA CA  91350,$358020.00,1404,2,2,2005,20172812099087,2016-06-15,condo,no,"(34.444113369999997, -118.47539605)"
45186,91350,28364 MIRABELLE LN  SANTA CLARITA CA  91350,$345000.00,1404,2,2,2005,20172812099090,2016-06-01,condo,no,"(34.444113369999997, -118.47539605)"
45209,91350,28376 SANTA ROSA LN  SANTA CLARITA CA  91350,$289170.00,1404,2,2,2006,20172812099230,2016-06-29,condo,no,"(34.444146349999997, -118.47665173999999)"
45215,91350,19908 HOLLY DR  SANTA CLARITA CA  91350,$543150.00,2781,3,3,2006,20172812100027,2016-06-17,house,no,"(34.443831510000003, -118.48529073)"
45221,91350,19945 HOLLY DR  SANTA CLARITA CA  91350,$443621.00,2615,3,3,2006,20172812101012,2016-06-17,pud,no,"(34.445025989999998, -118.48628631)"
45223,91350,28229 SHIRLEY LN  SANTA CLARITA CA  91350,$535500.00,2781,3,3,2006,20172812103007,2016-06-09,pud,no,"(34.44407665, -118.48678234)"
45224,91350,28225 SHIRLEY LN  SANTA CLARITA CA  91350,$533460.00,2283,3,3,2006,20172812103008,2016-06-09,pud,no,"(34.443955070000001, -118.48672185)"
45231,91350,28154 SAMANTHA CT  SANTA CLARITA CA  91350,$543665.00,3579,4,3,2006,20172812105001,2016-06-27,pud,no,"(34.443066360000003, -118.48930104)"
45252,91350,20311 DOROTHY LN  SANTA CLARITA CA  91350,$480589.00,2415,4,3,2007,20172812109071,2016-06-09,house,no,"(34.438758270000001, -118.49251988)"
45257,91350,20352 DOROTHY ST  SANTA CLARITA CA  91350,$549780.00,2900,4,3,2007,20172812110014,2016-06-15,house,no,"(34.438207079999998, -118.49461893)"
45284,91350,20538 CHERYL LN  SANTA CLARITA CA  91350,$668100.00,3605,4,4,2013,20172812114042,2016-06-01,house,yes,"(34.443257439999996, -118.4966953)"
45297,91390,18181 LOST CREEK RD  SAUGUS CA  91390,$867000.00,3153,4,3,2008,20172813013030,2016-06-28,house,no,"(34.47993168, -118.45568311)"
45309,91390,14805 SIERRA HWY  CANYON COUNTRY CA  91390,$595241.00,1649,3,3,1972,20172813021010,2016-06-20,house,yes,"(34.479490470000002, -118.39003147)"
45336,91311,11516 VERONA DRIVE  CHATSWORTH CA  91311,$530400.00,1910,3,4,2010,20172818023096,2016-06-09,condo,no,"(34.279233179999999, -118.60555115)"
45352,91311,21652 ARAPAHOE TRL  CHATSWORTH CA  91311,$540600.00,1975,3,3,1988,20172818028030,2016-06-14,house,no,"(34.277539000000004, -118.59998131)"
45355,91311,21411 ARAPAHOE TRL  CHATSWORTH CA  91311,$377248.00,1160,3,3,1993,20172818028044,2016-06-13,house,no,"(34.277302599999999, -118.59894102)"
45361,91311,21561 MAYAN DR  CHATSWORTH CA  91311,$548250.00,1518,2,2,2011,20172818031017,2016-06-03,house,no,"(34.278404010000003, -118.59894633)"
45367,91311,21330 KICKAPOO TRL  CHATSWORTH CA  91311,$415140.00,758,2,1,1948,20172818034009,2016-06-15,house,no,"(34.276366400000001, -118.59786683)"
45391,91326,19257 CASTLEBAY LN  LOS ANGELES CA  91326,$703800.00,2450,3,3,1966,20172820008003,2016-06-13,house,no,"(34.293372849999997, -118.55379308000001)"
45402,91326,19048 KILLOCH WAY  LOS ANGELES CA  91326,$723000.00,2415,3,3,1966,20172820012024,2016-06-24,house,yes,"(34.292546270000003, -118.54872863)"
45441,91311,22406 LA QUILLA DR  CHATSWORTH CA  91311,$2142000.00,6171,6,7,2000,20172821026069,2016-06-17,house,yes,"(34.283198929999998, -118.61332306)"
45469,91326,19491 PAUMA VALLEY DR  LOS ANGELES CA  91326,$723180.00,2303,4,3,1978,20172822015017,2016-06-10,house,no,"(34.27907596, -118.55673327)"
45480,91326,"19151 INDEX ST, UNIT   3  LOS ANGELES CA  91326",$226144.00,1598,3,3,1980,20172822019042,2016-06-27,condo,no,"(34.274928430000003, -118.54953793999999)"
45482,91326,"19151 INDEX ST, UNIT   5  LOS ANGELES CA  91326",$476288.00,1679,3,3,1980,20172822019044,2016-06-30,condo,no,"(34.274928430000003, -118.54953793999999)"
